6.5,0,0
-6.5,-0,1
6.46529,0.423759,0
-6.46529,-0.423759,1
6.40308,0.842984,0
-6.40308,-0.842984,1
6.3138,1.2559,0
-6.3138,-1.2559,1
6.19802,1.66076,0
-6.19802,-1.66076,1
6.05641,2.05588,0
-6.05641,-2.05588,1
5.88973,2.43961,0
-5.88973,-2.43961,1
5.69888,2.81038,0
-5.69888,-2.81038,1
5.48482,3.16667,0
-5.48482,-3.16667,1
5.24865,3.50704,0
-5.24865,-3.50704,1
4.99151,3.83013,0
-4.99151,-3.83013,1
4.71466,4.13466,0
-4.71466,-4.13466,1
4.41941,4.41943,0
-4.41941,-4.41943,1
4.10717,4.68334,0
-4.10717,-4.68334,1
3.77938,4.92541,0
-3.77938,-4.92541,1
3.43758,5.14473,0
-3.43758,-5.14473,1
3.08332,5.3405,0
-3.08332,-5.3405,1
2.71822,5.51204,0
-2.71822,-5.51204,1
2.34392,5.65877,0
-2.34392,-5.65877,1
1.9621,5.78023,0
-1.9621,-5.78023,1
1.57446,5.87605,0
-1.57446,-5.87605,1
1.18272,5.94601,0
-1.18272,-5.94601,1
0.788576,5.98998,0
-0.788576,-5.98998,1
0.39376,6.00794,0
-0.39376,-6.00794,1
-2.20392e-05,6,0
2.20392e-05,-6,1
-0.391079,5.96636,0
0.391079,-5.96636,1
-0.777742,5.90736,0
0.777742,-5.90736,1
-1.15837,5.82341,0
1.15837,-5.82341,1
-1.53137,5.71505,0
1.53137,-5.71505,1
-1.89518,5.58293,0
1.89518,-5.58293,1
-2.24829,5.42778,0
2.24829,-5.42778,1
-2.58926,5.25043,0
2.58926,-5.25043,1
-2.91669,5.0518,0
2.91669,-5.0518,1
-3.22928,4.8329,0
3.22928,-4.8329,1
-3.52577,4.59482,0
3.52577,-4.59482,1
-3.805,4.33872,0
3.805,-4.33872,1
-4.06589,4.06584,0
4.06589,-4.06584,1
-4.30744,3.77748,0
4.30744,-3.77748,1
-4.52875,3.47499,0
4.52875,-3.47499,1
-4.729,3.15978,0
4.729,-3.15978,1
-4.90749,2.8333,0
4.90749,-2.8333,1
-5.06361,2.49706,0
5.06361,-2.49706,1
-5.19684,2.15256,0
5.19684,-2.15256,1
-5.30677,1.80137,0
5.30677,-1.80137,1
-5.3931,1.44504,0
5.3931,-1.44504,1
-5.45563,1.08515,0
5.45563,-1.08515,1
-5.49426,0.723294,0
5.49426,-0.723294,1
-5.50902,0.36104,0
5.50902,-0.36104,1
-5.5,-4.04053e-05,0
5.5,4.04053e-05,1
-5.46743,-0.358396,0
5.46743,0.358396,1
-5.41163,-0.712497,0
5.41163,0.712497,1
-5.33301,-1.06085,0
5.33301,1.06085,1
-5.23209,-1.40198,0
5.23209,1.40198,1
-5.10946,-1.73448,0
5.10946,1.73448,1
-4.96584,-2.05696,0
4.96584,2.05696,1
-4.80199,-2.36813,0
4.80199,2.36813,1
-4.61878,-2.66671,0
4.61878,2.66671,1
-4.41716,-2.95151,0
4.41716,2.95151,1
-4.19813,-3.2214,0
4.19813,3.2214,1
-3.96279,-3.47534,0
3.96279,3.47534,1
-3.71228,-3.71234,0
3.71228,3.71234,1
-3.44779,-3.93153,0
3.44779,3.93153,1
-3.17059,-4.13208,0
3.17059,4.13208,1
-2.88198,-4.31328,0
2.88198,4.31328,1
-2.58329,-4.47449,0
2.58329,4.47449,1
-2.2759,-4.61518,0
2.2759,4.61518,1
-1.9612,-4.7349,0
1.9612,4.7349,1
-1.64063,-4.83331,0
1.64063,4.83331,1
-1.31561,-4.91014,0
1.31561,4.91014,1
-0.987592,-4.96524,0
0.987592,4.96524,1
-0.658016,-4.99854,0
0.658016,4.99854,1
-0.328324,-5.01009,0
0.328324,5.01009,1
5.50981e-05,-5,0
-5.50981e-05,5,1
0.325709,-4.9685,0
-0.325709,4.9685,1
0.647248,-4.91591,0
-0.647248,4.91591,1
0.963314,-4.84262,0
-0.963314,4.84262,1
1.27258,-4.74912,0
-1.27258,4.74912,1
1.57377,-4.63599,0
-1.57377,4.63599,1
1.86564,-4.50389,0
-1.86564,4.50389,1
2.147,-4.35354,0
-2.147,4.35354,1
2.41672,-4.18576,0
-2.41672,4.18576,1
2.67373,-4.00141,0
-2.67373,4.00141,1
2.91703,-3.80145,0
-2.91703,3.80145,1
3.14567,-3.58686,0
-3.14567,3.58686,1
3.3588,-3.35871,0
-3.3588,3.35871,1
3.55562,-3.11811,0
-3.55562,3.11811,1
3.73541,-2.8662,0
-3.73541,2.8662,1
3.89755,-2.60418,0
-3.89755,2.60418,1
4.04148,-2.33328,0
-4.04148,2.33328,1
4.16675,-2.05474,0
-4.16675,2.05474,1
4.27297,-1.76985,0
-4.27297,1.76985,1
4.35984,-1.4799,0
-4.35984,1.4799,1
4.42718,-1.18619,0
-4.42718,1.18619,1
4.47485,-0.890036,0
-4.47485,0.890036,1
4.50282,-0.592742,0
-4.50282,0.592742,1
4.51116,-0.295611,0
-4.51116,0.295611,1
4.5,6.61177e-05,0
-4.5,-6.61177e-05,1
4.46957,0.293018,0
-4.46957,-0.293018,1
4.42018,0.581996,0
-4.42018,-0.581996,1
4.35222,0.865779,0
-4.35222,-0.865779,1
4.26615,1.14318,0
-4.26615,-1.14318,1
4.16253,1.41306,0
-4.16253,-1.41306,1
4.04195,1.6743,0
-4.04195,-1.6743,1
3.9051,1.92586,0
-3.9051,-1.92586,1
3.75274,2.16673,0
-3.75274,-2.16673,1
3.58567,2.39595,0
-3.58567,-2.39595,1
3.40477,2.61266,0
-3.40477,-2.61266,1
3.21094,2.81601,0
-3.21094,-2.81601,1
3.00515,3.00525,0
