6.5,0,1
-6.5,-0,0
6.3138,1.2559,1
-6.3138,-1.2559,0
5.88973,2.43961,1
-5.88973,-2.43961,0
5.24865,3.50704,1
-5.24865,-3.50704,0
4.41941,4.41943,1
-4.41941,-4.41943,0
3.43758,5.14473,1
-3.43758,-5.14473,0
2.34392,5.65877,1
-2.34392,-5.65877,0
1.18272,5.94601,1
-1.18272,-5.94601,0
-2.20392e-05,6,1
2.20392e-05,-6,0
-1.15837,5.82341,1
1.15837,-5.82341,0
-2.24829,5.42778,1
2.24829,-5.42778,0
-3.22928,4.8329,1
3.22928,-4.8329,0
-4.06589,4.06584,1
4.06589,-4.06584,0
-4.729,3.15978,1
4.729,-3.15978,0
-5.19684,2.15256,1
5.19684,-2.15256,0
-5.45563,1.08515,1
5.45563,-1.08515,0
-5.5,-4.04053e-05,1
5.5,4.04053e-05,0
-5.33301,-1.06085,1
5.33301,1.06085,0
-4.96584,-2.05696,1
4.96584,2.05696,0
-4.41716,-2.95151,1
4.41716,2.95151,0
-3.71228,-3.71234,1
3.71228,3.71234,0
-2.88198,-4.31328,1
2.88198,4.31328,0
-1.9612,-4.7349,1
1.9612,4.7349,0
-0.987592,-4.96524,1
0.987592,4.96524,0
5.50981e-05,-5,1
-5.50981e-05,5,0
0.963314,-4.84262,1
-0.963314,4.84262,0
1.86564,-4.50389,1
-1.86564,4.50389,0
2.67373,-4.00141,1
-2.67373,4.00141,0
3.3588,-3.35871,1
-3.3588,3.35871,0
3.89755,-2.60418,1
-3.89755,2.60418,0
4.27297,-1.76985,1
-4.27297,1.76985,0
4.47485,-0.890036,1
-4.47485,0.890036,0
4.5,6.61177e-05,1
-4.5,-6.61177e-05,0
4.35222,0.865779,1
-4.35222,-0.865779,0
4.04195,1.6743,1
-4.04195,-1.6743,0
3.58567,2.39595,1
-3.58567,-2.39595,0
3.00515,3.00525,1
-3.00515,-3.00525,0
2.32639,3.48182,1
-2.32639,-3.48182,0
1.5785,3.81103,1
-1.5785,-3.81103,0
0.792483,3.98445,1
-0.792483,-3.98445,0
-7.34641e-05,4,1
7.34641e-05,-4,0
-0.768241,3.86183,1
0.768241,-3.86183,0
-1.48297,3.58,1
1.48297,-3.58,0
-2.11817,3.16994,1
2.11817,-3.16994,0
-2.6517,2.6516,1
2.6517,-2.6516,0
-3.06609,2.0486,1
3.06609,-2.0486,0
-3.34909,1.38716,1
3.34909,-1.38716,0
-3.49406,0.694934,1
3.49406,-0.694934,0
-3.5,-7.71373e-05,1
3.5,7.71373e-05,0
-3.37143,-0.670699,1
3.37143,0.670699,0
-3.11806,-1.29163,1
3.11806,1.29163,0
-2.7542,-1.84039,1
2.7542,1.84039,0
-2.29804,-2.29815,1
2.29804,2.29815,0
-1.77082,-2.65035,1
1.77082,2.65035,0
-1.19581,-2.88715,1
1.19581,2.88715,0
-0.597388,-3.00367,1
0.597388,3.00367,0
7.71373e-05,-3,1
-7.71373e-05,3,0
0.573153,-2.88104,1
-0.573153,2.88104,0
1.10029,-2.65612,1
-1.10029,2.65612,0
1.5626,-2.33847,1
-1.5626,2.33847,0
1.9446,-1.94449,1
-1.9446,1.94449,0
2.23462,-1.49303,1
-2.23462,1.49303,0
2.42521,-1.00447,1
-2.42521,1.00447,0
2.51328,-0.499846,1
-2.51328,0.499846,0
2.5,7.34641e-05,1
-2.5,-7.34641e-05,0
2.39065,0.475604,1
-2.39065,-0.475604,0
2.19419,0.90894,1
-2.19419,-0.90894,0
1.92273,1.28482,1
-1.92273,-1.28482,0
1.59094,1.59104,1
-1.59094,-1.59104,0
1.21525,1.81888,1
-1.21525,-1.81888,0
0.813139,1.96327,1
-0.813139,-1.96327,0
0.402308,2.02288,1
-0.402308,-2.02288,0
-6.61177e-05,2,1
6.61177e-05,-2,0
-0.378051,1.90026,1
0.378051,-1.90026,0
-0.71759,1.73225,1
0.71759,-1.73225,0
-1.00702,1.507,1
1.00702,-1.507,0
-1.23748,1.23739,1
1.23748,-1.23739,0
-1.40314,0.937475,1
1.40314,-0.937475,0
-1.50133,0.621807,1
1.50133,-0.621807,0
-1.53249,0.304773,1
1.53249,-0.304773,0
-1.5,-5.50981e-05,1
1.5,5.50981e-05,0
-1.40987,-0.280495,1
1.40987,0.280495,0
-1.27031,-0.526238,1
1.27031,0.526238,0
-1.09128,-0.729228,1
1.09128,0.729228,0
-0.883849,-0.883918,1
0.883849,0.883918,0
-0.659701,-0.987396,1
0.659701,0.987396,0
-0.430478,-1.03938,1
0.430478,1.03938,0
-0.207242,-1.04209,1
0.207242,1.04209,0
4.04053e-05,-1,1
-4.04053e-05,1,0
0.182935,-0.919479,1
-0.182935,0.919479,0
0.334881,-0.808381,1
-0.334881,0.808381,0
0.451429,-0.67555,1
-0.451429,0.67555,0
0.530352,-0.530308,1
-0.530352,0.530308,0
0.571652,-0.38193,1
-0.571652,0.38193,0
0.577435,-0.239152,1
-0.577435,0.239152,0
0.551697,-0.109714,1
-0.551697,0.109714,0
0.5,2.20392e-05,1
-0.5,-2.20392e-05,0
